Entry	Entry name	Status	Protein names	Organism	Length	Gene names  (primary )
Q9Y2E5	MA2B2_HUMAN	reviewed	Epididymis-specific alpha-mannosidase (EC 3.2.1.24) (Mannosidase alpha class 2B member 2)	Homo sapiens (Human)	1009	MAN2B2
P48740	MASP1_HUMAN	reviewed	Mannan-binding lectin serine protease 1 (EC 3.4.21.-) (Complement factor MASP-3) (Complement-activating component of Ra-reactive factor) (Mannose-binding lectin-associated serine protease 1) (MASP-1) (Mannose-binding protein-associated serine protease) (Ra-reactive factor serine protease p100) (RaRF) (Serine protease 5) [Cleaved into: Mannan-binding lectin serine protease 1 heavy chain; Mannan-binding lectin serine protease 1 light chain]	Homo sapiens (Human)	699	MASP1
P11226	MBL2_HUMAN	reviewed	Mannose-binding protein C (MBP-C) (Collectin-1) (MBP1) (Mannan-binding protein) (Mannose-binding lectin)	Homo sapiens (Human)	248	MBL2
P20382	MCH_HUMAN	reviewed	Pro-MCH [Cleaved into: Neuropeptide-glycine-glutamic acid (NGE) (Neuropeptide G-E); Neuropeptide-glutamic acid-isoleucine (NEI) (Neuropeptide E-I); Melanin-concentrating hormone (MCH)]	Homo sapiens (Human)	165	PMCH
Q5JXM2	MET24_HUMAN	reviewed	Methyltransferase-like protein 24 (EC 2.1.1.-)	Homo sapiens (Human)	366	METTL24
A6NG13	MGT4D_HUMAN	reviewed	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like protein MGAT4D (EC 2.4.1.-)	Homo sapiens (Human)	374	MGAT4D
P51512	MMP16_HUMAN	reviewed	Matrix metalloproteinase-16 (MMP-16) (EC 3.4.24.-) (MMP-X2) (Membrane-type matrix metalloproteinase 3) (MT-MMP 3) (MTMMP3) (Membrane-type-3 matrix metalloproteinase) (MT3-MMP) (MT3MMP)	Homo sapiens (Human)	607	MMP16
Q9BUR5	MIC26_HUMAN	reviewed	MICOS complex subunit MIC26 (Apolipoprotein O) (MICOS complex subunit MIC23) (Protein FAM121B)	Homo sapiens (Human)	198	APOO
P20774	MIME_HUMAN	reviewed	Mimecan (Osteoglycin) (Osteoinductive factor) (OIF)	Homo sapiens (Human)	298	OGN
P21741	MK_HUMAN	reviewed	Midkine (MK) (Amphiregulin-associated protein) (ARAP) (Midgestation and kidney protein) (Neurite outgrowth-promoting factor 2) (Neurite outgrowth-promoting protein)	Homo sapiens (Human)	143	MDK
P03956	MMP1_HUMAN	reviewed	Interstitial collagenase (EC 3.4.24.7) (Fibroblast collagenase) (Matrix metalloproteinase-1) (MMP-1) [Cleaved into: 22 kDa interstitial collagenase; 27 kDa interstitial collagenase]	Homo sapiens (Human)	469	MMP1
Q8N119	MMP21_HUMAN	reviewed	Matrix metalloproteinase-21 (MMP-21) (EC 3.4.24.-)	Homo sapiens (Human)	569	MMP21
Q9Y5R2	MMP24_HUMAN	reviewed	Matrix metalloproteinase-24 (MMP-24) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 5) (MT-MMP 5) (MTMMP5) (Membrane-type-5 matrix metalloproteinase) (MT5-MMP) (MT5MMP) [Cleaved into: Processed matrix metalloproteinase-24]	Homo sapiens (Human)	645	MMP24
P09237	MMP7_HUMAN	reviewed	Matrilysin (EC 3.4.24.23) (Matrin) (Matrix metalloproteinase-7) (MMP-7) (Pump-1 protease) (Uterine metalloproteinase)	Homo sapiens (Human)	267	MMP7
P22894	MMP8_HUMAN	reviewed	Neutrophil collagenase (EC 3.4.24.34) (Matrix metalloproteinase-8) (MMP-8) (PMNL collagenase) (PMNL-CL)	Homo sapiens (Human)	467	MMP8
Q13201	MMRN1_HUMAN	reviewed	Multimerin-1 (EMILIN-4) (Elastin microfibril interface located protein 4) (Elastin microfibril interfacer 4) (Endothelial cell multimerin) [Cleaved into: Platelet glycoprotein Ia*; 155 kDa platelet multimerin (p-155) (p155)]	Homo sapiens (Human)	1228	MMRN1
P08581	MET_HUMAN	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	Homo sapiens (Human)	1390	MET
P55083	MFAP4_HUMAN	reviewed	Microfibril-associated glycoprotein 4	Homo sapiens (Human)	255	MFAP4
Q9UM21	MGT4A_HUMAN	reviewed	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A (EC 2.4.1.145) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVa) (GlcNAc-T IVa) (GnT-IVa) (N-acetylglucosaminyltransferase IVa) (UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVa) [Cleaved into: Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A soluble form]	Homo sapiens (Human)	535	MGAT4A
O00339	MATN2_HUMAN	reviewed	Matrilin-2	Homo sapiens (Human)	956	MATN2
O15232	MATN3_HUMAN	reviewed	Matrilin-3	Homo sapiens (Human)	486	MATN3
Q641Q3	METRL_HUMAN	reviewed	Meteorin-like protein (Subfatin)	Homo sapiens (Human)	311	METRNL
P55001	MFAP2_HUMAN	reviewed	Microfibrillar-associated protein 2 (MFAP-2) (Microfibril-associated glycoprotein 1) (MAGP) (MAGP-1)	Homo sapiens (Human)	183	MFAP2
O75095	MEGF6_HUMAN	reviewed	Multiple epidermal growth factor-like domains protein 6 (Multiple EGF-like domains protein 6) (Epidermal growth factor-like protein 3) (EGF-like protein 3)	Homo sapiens (Human)	1541	MEGF6
Q9BUN1	MENT_HUMAN	reviewed	Protein MENT (Methylated in normal thymocytes protein)	Homo sapiens (Human)	341	MENT
Q16820	MEP1B_HUMAN	reviewed	Meprin A subunit beta (EC 3.4.24.63) (Endopeptidase-2) (Meprin B) (N-benzoyl-L-tyrosyl-P-amino-benzoic acid hydrolase subunit beta) (PABA peptide hydrolase) (PPH beta)	Homo sapiens (Human)	701	MEP1B
Q9NQ76	MEPE_HUMAN	reviewed	Matrix extracellular phosphoglycoprotein (Osteoblast/osteocyte factor 45) (OF45)	Homo sapiens (Human)	525	MEPE
Q08431	MFGM_HUMAN	reviewed	Lactadherin (Breast epithelial antigen BA46) (HMFG) (MFGM) (Milk fat globule-EGF factor 8) (MFG-E8) (SED1) [Cleaved into: Lactadherin short form; Medin]	Homo sapiens (Human)	387	MFGE8
P08493	MGP_HUMAN	reviewed	Matrix Gla protein (MGP) (Cell growth-inhibiting gene 36 protein)	Homo sapiens (Human)	103	MGP
P03971	MIS_HUMAN	reviewed	Muellerian-inhibiting factor (Anti-Muellerian hormone) (AMH) (Muellerian-inhibiting substance) (MIS)	Homo sapiens (Human)	560	AMH
P24347	MMP11_HUMAN	reviewed	Stromelysin-3 (SL-3) (ST3) (EC 3.4.24.-) (Matrix metalloproteinase-11) (MMP-11)	Homo sapiens (Human)	488	MMP11
O60882	MMP20_HUMAN	reviewed	Matrix metalloproteinase-20 (MMP-20) (EC 3.4.24.-) (Enamel metalloproteinase) (Enamelysin)	Homo sapiens (Human)	483	MMP20
Q13361	MFAP5_HUMAN	reviewed	Microfibrillar-associated protein 5 (MFAP-5) (MP25) (Microfibril-associated glycoprotein 2) (MAGP-2)	Homo sapiens (Human)	173	MFAP5
A0A0C5B5G6	MOTSC_HUMAN	reviewed	Mitochondrial-derived peptide MOTS-c (Mitochondrial open reading frame of the 12S rRNA-c)	Homo sapiens (Human)	16	MT-RNR1
Q9UJH8	METRN_HUMAN	reviewed	Meteorin	Homo sapiens (Human)	293	METRN
P45452	MMP13_HUMAN	reviewed	Collagenase 3 (EC 3.4.24.-) (Matrix metalloproteinase-13) (MMP-13)	Homo sapiens (Human)	471	MMP13
Q9NRE1	MMP26_HUMAN	reviewed	Matrix metalloproteinase-26 (MMP-26) (EC 3.4.24.-) (Endometase) (Matrilysin-2)	Homo sapiens (Human)	261	MMP26
Q9H239	MMP28_HUMAN	reviewed	Matrix metalloproteinase-28 (MMP-28) (EC 3.4.24.-) (Epilysin)	Homo sapiens (Human)	520	MMP28
P09238	MMP10_HUMAN	reviewed	Stromelysin-2 (SL-2) (EC 3.4.24.22) (Matrix metalloproteinase-10) (MMP-10) (Transin-2)	Homo sapiens (Human)	476	MMP10
P39900	MMP12_HUMAN	reviewed	Macrophage metalloelastase (MME) (EC 3.4.24.65) (Macrophage elastase) (ME) (hME) (Matrix metalloproteinase-12) (MMP-12)	Homo sapiens (Human)	470	MMP12
Q99542	MMP19_HUMAN	reviewed	Matrix metalloproteinase-19 (MMP-19) (EC 3.4.24.-) (Matrix metalloproteinase RASI) (Matrix metalloproteinase-18) (MMP-18)	Homo sapiens (Human)	508	MMP19
P08253	MMP2_HUMAN	reviewed	72 kDa type IV collagenase (EC 3.4.24.24) (72 kDa gelatinase) (Gelatinase A) (Matrix metalloproteinase-2) (MMP-2) (TBE-1) [Cleaved into: PEX]	Homo sapiens (Human)	660	MMP2
P14780	MMP9_HUMAN	reviewed	Matrix metalloproteinase-9 (MMP-9) (EC 3.4.24.35) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B) (GELB) [Cleaved into: 67 kDa matrix metalloproteinase-9; 82 kDa matrix metalloproteinase-9]	Homo sapiens (Human)	707	MMP9
Q16674	MIA_HUMAN	reviewed	Melanoma-derived growth regulatory protein (Melanoma inhibitory activity protein)	Homo sapiens (Human)	131	MIA
Q9ULZ9	MMP17_HUMAN	reviewed	Matrix metalloproteinase-17 (MMP-17) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 4) (MT-MMP 4) (MTMMP4) (Membrane-type-4 matrix metalloproteinase) (MT4-MMP) (MT4MMP)	Homo sapiens (Human)	603	MMP17
Q9NPA2	MMP25_HUMAN	reviewed	Matrix metalloproteinase-25 (MMP-25) (EC 3.4.24.-) (Leukolysin) (Membrane-type matrix metalloproteinase 6) (MT-MMP 6) (MTMMP6) (Membrane-type-6 matrix metalloproteinase) (MT6-MMP) (MT6MMP)	Homo sapiens (Human)	562	MMP25
P08254	MMP3_HUMAN	reviewed	Stromelysin-1 (SL-1) (EC 3.4.24.17) (Matrix metalloproteinase-3) (MMP-3) (Transin-1)	Homo sapiens (Human)	477	MMP3
Q8TD46	MO2R1_HUMAN	reviewed	Cell surface glycoprotein CD200 receptor 1 (CD200 cell surface glycoprotein receptor) (Cell surface glycoprotein OX2 receptor 1)	Homo sapiens (Human)	325	CD200R1
P14174	MIF_HUMAN	reviewed	Macrophage migration inhibitory factor (MIF) (EC 5.3.2.1) (Glycosylation-inhibiting factor) (GIF) (L-dopachrome isomerase) (L-dopachrome tautomerase) (EC 5.3.3.12) (Phenylpyruvate tautomerase)	Homo sapiens (Human)	115	MIF
Q8NB37	PDDC1_HUMAN	reviewed	Parkinson disease 7 domain-containing protein 1	Homo sapiens (Human)	220	PDDC1
P14222	PERF_HUMAN	reviewed	Perforin-1 (P1) (Cytolysin) (Lymphocyte pore-forming protein) (PFP)	Homo sapiens (Human)	555	PRF1
Q96PD5	PGRP2_HUMAN	reviewed	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (Peptidoglycan recognition protein 2) (Peptidoglycan recognition protein long) (PGRP-L)	Homo sapiens (Human)	576	PGLYRP2
P36955	PEDF_HUMAN	reviewed	Pigment epithelium-derived factor (PEDF) (Cell proliferation-inducing gene 35 protein) (EPC-1) (Serpin F1)	Homo sapiens (Human)	418	SERPINF1
P22079	PERL_HUMAN	reviewed	Lactoperoxidase (LPO) (EC 1.11.1.7) (Salivary peroxidase) (SPO)	Homo sapiens (Human)	712	LPO
P98160	PGBM_HUMAN	reviewed	Basement membrane-specific heparan sulfate proteoglycan core protein (HSPG) (Perlecan) (PLC) [Cleaved into: Endorepellin; LG3 peptide]	Homo sapiens (Human)	4391	HSPG2
Q96LB9	PGRP3_HUMAN	reviewed	Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)	Homo sapiens (Human)	341	PGLYRP3
P80108	PHLD_HUMAN	reviewed	Phosphatidylinositol-glycan-specific phospholipase D (PI-G PLD) (EC 3.1.4.50) (Glycoprotein phospholipase D) (Glycosyl-phosphatidylinositol-specific phospholipase D) (GPI-PLD) (GPI-specific phospholipase D)	Homo sapiens (Human)	840	GPLD1
O75594	PGRP1_HUMAN	reviewed	Peptidoglycan recognition protein 1 (Peptidoglycan recognition protein short) (PGRP-S)	Homo sapiens (Human)	196	PGLYRP1
P07585	PGS2_HUMAN	reviewed	Decorin (Bone proteoglycan II) (PG-S2) (PG40)	Homo sapiens (Human)	359	DCN
Q8WXW3	PIBF1_HUMAN	reviewed	Progesterone-induced-blocking factor 1 (PIBF) (Centrosomal protein of 90 kDa) (CEP90)	Homo sapiens (Human)	757	PIBF1
Q9BZM1	PG12A_HUMAN	reviewed	Group XIIA secretory phospholipase A2 (GXII sPLA2) (sPLA2-XII) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 12A)	Homo sapiens (Human)	189	PLA2G12A
P16112	PGCA_HUMAN	reviewed	Aggrecan core protein (Cartilage-specific proteoglycan core protein) (CSPCP) (Chondroitin sulfate proteoglycan core protein 1) (Chondroitin sulfate proteoglycan 1) [Cleaved into: Aggrecan core protein 2]	Homo sapiens (Human)	2415	ACAN
Q96LB8	PGRP4_HUMAN	reviewed	Peptidoglycan recognition protein 4 (Peptidoglycan recognition protein I-beta) (PGLYRPIbeta) (PGRP-I-beta) (Peptidoglycan recognition protein intermediate beta)	Homo sapiens (Human)	373	PGLYRP4
A0A0B4J2F0	PIOS1_HUMAN	reviewed	Protein PIGBOS1 (PIGB opposite strand protein)	Homo sapiens (Human)	54	PIGBOS1
Q9UKZ9	PCOC2_HUMAN	reviewed	Procollagen C-endopeptidase enhancer 2 (Procollagen COOH-terminal proteinase enhancer 2) (PCPE-2) (Procollagen C-proteinase enhancer 2)	Homo sapiens (Human)	415	PCOLCE2
P0DJD8	PEPA3_HUMAN	reviewed	Pepsin A-3 (EC 3.4.23.1) (Pepsinogen-3)	Homo sapiens (Human)	388	PGA3
Q15198	PGFRL_HUMAN	reviewed	Platelet-derived growth factor receptor-like protein (PDGFR-like protein) (PDGF receptor beta-like tumor suppressor)	Homo sapiens (Human)	375	PDGFRL
P10720	PF4V_HUMAN	reviewed	Platelet factor 4 variant (C-X-C motif chemokine 4 variant) (CXCL4L1) (PF4alt) (PF4var1) [Cleaved into: Platelet factor 4 variant(4-74); Platelet factor 4 variant(5-74); Platelet factor 4 variant(6-74)]	Homo sapiens (Human)	104	PF4V1
Q8IUK5	PLDX1_HUMAN	reviewed	Plexin domain-containing protein 1 (Tumor endothelial marker 3) (Tumor endothelial marker 7)	Homo sapiens (Human)	500	PLXDC1
P02776	PLF4_HUMAN	reviewed	Platelet factor 4 (PF-4) (C-X-C motif chemokine 4) (Iroplact) (Oncostatin-A) [Cleaved into: Platelet factor 4, short form]	Homo sapiens (Human)	101	PF4
P49763	PLGF_HUMAN	reviewed	Placenta growth factor (PlGF)	Homo sapiens (Human)	221	PGF
P21810	PGS1_HUMAN	reviewed	Biglycan (Bone/cartilage proteoglycan I) (PG-S1)	Homo sapiens (Human)	368	BGN
P55058	PLTP_HUMAN	reviewed	Phospholipid transfer protein (Lipid transfer protein II)	Homo sapiens (Human)	493	PLTP
O43157	PLXB1_HUMAN	reviewed	Plexin-B1 (Semaphorin receptor SEP)	Homo sapiens (Human)	2135	PLXNB1
O15018	PDZD2_HUMAN	reviewed	PDZ domain-containing protein 2 (Activated in prostate cancer protein) (PDZ domain-containing protein 3) [Cleaved into: Processed PDZ domain-containing protein 2]	Homo sapiens (Human)	2839	PDZD2
P12273	PIP_HUMAN	reviewed	Prolactin-inducible protein (Gross cystic disease fluid protein 15) (GCDFP-15) (Prolactin-induced protein) (Secretory actin-binding protein) (SABP) (gp17)	Homo sapiens (Human)	146	PIP
Q9HBJ0	PLAC1_HUMAN	reviewed	Placenta-specific protein 1	Homo sapiens (Human)	212	PLAC1
Q6XPR3	RPTN_HUMAN	reviewed	Repetin	Homo sapiens (Human)	784	RPTN
Q92765	SFRP3_HUMAN	reviewed	Secreted frizzled-related protein 3 (sFRP-3) (Frezzled) (Fritz) (Frizzled-related protein 1) (FrzB-1)	Homo sapiens (Human)	325	FRZB
Q16842	SIA4B_HUMAN	reviewed	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2 (Alpha 2,3-ST 2) (Beta-galactoside alpha-2,3-sialyltransferase 2) (EC 2.4.99.4) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (ST3Gal II) (ST3GalII) (ST3GalA.2) (Sialyltransferase 4B) (SIAT4-B)	Homo sapiens (Human)	350	ST3GAL2
Q11206	SIA4C_HUMAN	reviewed	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4 (Alpha 2,3-ST 4) (Beta-galactoside alpha-2,3-sialyltransferase 4) (EC 2.4.99.-) (Alpha 2,3-sialyltransferase IV) (Gal-NAc6S) (Gal-beta-1,4-GalNAc-alpha-2,3-sialyltransferase) (SAT-3) (ST-4) (ST3Gal IV) (ST3GalIV) (ST3GalA.2) (STZ) (Sialyltransferase 4C) (SIAT4-C)	Homo sapiens (Human)	333	ST3GAL4
P01286	SLIB_HUMAN	reviewed	Somatoliberin (Growth hormone-releasing factor) (GRF) (Growth hormone-releasing hormone) (GHRH) (Somatocrinin) (Somatorelin) (Sermorelin)	Homo sapiens (Human)	108	GHRH
O75093	SLIT1_HUMAN	reviewed	Slit homolog 1 protein (Slit-1) (Multiple epidermal growth factor-like domains protein 4) (Multiple EGF-like domains protein 4)	Homo sapiens (Human)	1534	SLIT1
O75094	SLIT3_HUMAN	reviewed	Slit homolog 3 protein (Slit-3) (Multiple epidermal growth factor-like domains protein 5) (Multiple EGF-like domains protein 5)	Homo sapiens (Human)	1523	SLIT3
P03973	SLPI_HUMAN	reviewed	Antileukoproteinase (ALP) (BLPI) (HUSI-1) (Mucus proteinase inhibitor) (MPI) (Protease inhibitor WAP4) (Secretory leukocyte protease inhibitor) (Seminal proteinase inhibitor) (WAP four-disulfide core domain protein 4)	Homo sapiens (Human)	132	SLPI
P55000	SLUR1_HUMAN	reviewed	Secreted Ly-6/uPAR-related protein 1 (SLURP-1) (ARS component B) (ARS(component B)-81/S) (Anti-neoplastic urinary protein) (ANUP)	Homo sapiens (Human)	103	SLURP1
Q9H4F8	SMOC1_HUMAN	reviewed	SPARC-related modular calcium-binding protein 1 (Secreted modular calcium-binding protein 1) (SMOC-1)	Homo sapiens (Human)	434	SMOC1
O95968	SG1D1_HUMAN	reviewed	Secretoglobin family 1D member 1 (Lipophilin-A)	Homo sapiens (Human)	90	SCGB1D1
Q15465	SHH_HUMAN	reviewed	Sonic hedgehog protein (SHH) (HHG-1) [Cleaved into: Sonic hedgehog protein N-product; Sonic hedgehog protein C-product]	Homo sapiens (Human)	462	SHH
Q11203	SIAT6_HUMAN	reviewed	CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase (EC 2.4.99.6) (Beta-galactoside alpha-2,3-sialyltransferase 3) (Alpha 2,3-ST 3) (Gal beta-1,3(4) GlcNAc alpha-2,3 sialyltransferase) (N-acetyllactosaminide alpha-2,3-sialyltransferase) (ST3Gal III) (ST3GalIII) (ST3N) (Sialyltransferase 6)	Homo sapiens (Human)	375	ST3GAL3
Q13291	SLAF1_HUMAN	reviewed	Signaling lymphocytic activation molecule (CDw150) (IPO-3) (SLAM family member 1) (CD antigen CD150)	Homo sapiens (Human)	335	SLAMF1
O94813	SLIT2_HUMAN	reviewed	Slit homolog 2 protein (Slit-2) [Cleaved into: Slit homolog 2 protein N-product; Slit homolog 2 protein C-product]	Homo sapiens (Human)	1529	SLIT2
P09683	SECR_HUMAN	reviewed	Secretin	Homo sapiens (Human)	121	SCT
O95025	SEM3D_HUMAN	reviewed	Semaphorin-3D	Homo sapiens (Human)	777	SEMA3D
P49908	SEPP1_HUMAN	reviewed	Selenoprotein P (SeP)	Homo sapiens (Human)	381	SEPP1
Q8IWL1	SFPA2_HUMAN	reviewed	Pulmonary surfactant-associated protein A2 (PSP-A) (PSPA) (SP-A) (SP-A2) (35 kDa pulmonary surfactant-associated protein) (Alveolar proteinosis protein) (Collectin-5)	Homo sapiens (Human)	248	SFTPA2
Q8IWL2	SFTA1_HUMAN	reviewed	Pulmonary surfactant-associated protein A1 (PSP-A) (PSPA) (SP-A) (SP-A1) (35 kDa pulmonary surfactant-associated protein) (Alveolar proteinosis protein) (Collectin-4)	Homo sapiens (Human)	248	SFTPA1
Q8TD33	SG1C1_HUMAN	reviewed	Secretoglobin family 1C member 1 (Secretoglobin RYD5)	Homo sapiens (Human)	95	SCGB1C1
Q96PL1	SG3A2_HUMAN	reviewed	Secretoglobin family 3A member 2 (Pneumo secretory protein 1) (PnSP-1) (Uteroglobin-related protein 1)	Homo sapiens (Human)	93	SCGB3A2
Q8IVN8	SBSPO_HUMAN	reviewed	Somatomedin-B and thrombospondin type-1 domain-containing protein (RPE-spondin)	Homo sapiens (Human)	264	SBSPON
O15041	SEM3E_HUMAN	reviewed	Semaphorin-3E	Homo sapiens (Human)	775	SEMA3E
Q02383	SEMG2_HUMAN	reviewed	Semenogelin-2 (Semenogelin II) (SGII)	Homo sapiens (Human)	582	SEMG2
Q11201	SIA4A_HUMAN	reviewed	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 (Alpha 2,3-ST 1) (Beta-galactoside alpha-2,3-sialyltransferase 1) (EC 2.4.99.4) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (SIATFL) (ST3Gal I) (ST3GalI) (ST3GalA.1) (ST3O) (Sialyltransferase 4A) (SIAT4-A)	Homo sapiens (Human)	340	ST3GAL1
Q96LC7	SIG10_HUMAN	reviewed	Sialic acid-binding Ig-like lectin 10 (Siglec-10) (Siglec-like protein 2)	Homo sapiens (Human)	697	SIGLEC10
Q14563	SEM3A_HUMAN	reviewed	Semaphorin-3A (Semaphorin III) (Sema III)	Homo sapiens (Human)	771	SEMA3A
Q6PDA7	SG11A_HUMAN	reviewed	Sperm-associated antigen 11A (Human epididymis-specific protein 2) (He2) (Protein EP2) (Sperm antigen HE2)	Homo sapiens (Human)	123	SPAG11A
P04278	SHBG_HUMAN	reviewed	Sex hormone-binding globulin (SHBG) (Sex steroid-binding protein) (SBP) (Testis-specific androgen-binding protein) (ABP) (Testosterone-estradiol-binding globulin) (TeBG) (Testosterone-estrogen-binding globulin)	Homo sapiens (Human)	402	SHBG
Q6UW10	SFTA2_HUMAN	reviewed	Surfactant-associated protein 2 (Surfactant-associated protein G) (SP-G)	Homo sapiens (Human)	78	SFTA2
Q08648	SG11B_HUMAN	reviewed	Sperm-associated antigen 11B (Human epididymis-specific protein 2) (He2) (Protein EP2) (Sperm antigen HE2)	Homo sapiens (Human)	103	SPAG11B
P02814	SMR3B_HUMAN	reviewed	Submaxillary gland androgen-regulated protein 3B (Proline-rich peptide P-B) (Proline-rich protein 3) [Cleaved into: Peptide P-A; Peptide D1A]	Homo sapiens (Human)	79	SMR3B
Q5T4F7	SFRP5_HUMAN	reviewed	Secreted frizzled-related protein 5 (sFRP-5) (Frizzled-related protein 1b) (FRP-1b) (Secreted apoptosis-related protein 3) (SARP-3)	Homo sapiens (Human)	317	SFRP5
P0C7M3	SFTA3_HUMAN	reviewed	Surfactant-associated protein 3 (Surfactant-associated protein H) (SP-H)	Homo sapiens (Human)	94	SFTA3
Q6XE38	SG1D4_HUMAN	reviewed	Secretoglobin family 1D member 4 (IFN-gamma-inducible secretoglobin) (IIS)	Homo sapiens (Human)	83	SCGB1D4
Q96QR1	SG3A1_HUMAN	reviewed	Secretoglobin family 3A member 1 (Cytokine HIN-1) (High in normal 1) (Pneumo secretory protein 2) (PnSP-2) (Uteroglobin-related protein 2)	Homo sapiens (Human)	104	SCGB3A1
P61278	SMS_HUMAN	reviewed	Somatostatin (Growth hormone release-inhibiting factor) [Cleaved into: Somatostatin-28; Somatostatin-14]	Homo sapiens (Human)	116	SST
Q8TER0	SNED1_HUMAN	reviewed	Sushi, nidogen and EGF-like domain-containing protein 1 (Insulin-responsive sequence DNA-binding protein 1) (IRE-BP1)	Homo sapiens (Human)	1413	SNED1
Q92673	SORL_HUMAN	reviewed	Sortilin-related receptor (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (SorLA)	Homo sapiens (Human)	2214	SORL1
Q12884	SEPR_HUMAN	reviewed	Prolyl endopeptidase FAP (EC 3.4.21.26) (170 kDa melanoma membrane-bound gelatinase) (Dipeptidyl peptidase FAP) (EC 3.4.14.5) (Fibroblast activation protein alpha) (FAPalpha) (Gelatine degradation protease FAP) (EC 3.4.21.-) (Integral membrane serine protease) (Post-proline cleaving enzyme) (Serine integral membrane protease) (SIMP) (Surface-expressed protease) (Seprase) [Cleaved into: Antiplasmin-cleaving enzyme FAP, soluble form (APCE) (EC 3.4.14.5) (EC 3.4.21.-) (EC 3.4.21.26)]	Homo sapiens (Human)	760	FAP
P0DMR2	SG1C2_HUMAN	reviewed	Secretoglobin family 1C member 2	Homo sapiens (Human)	95	SCGB1C2
P21815	SIAL_HUMAN	reviewed	Bone sialoprotein 2 (Bone sialoprotein II) (BSP II) (Cell-binding sialoprotein) (Integrin-binding sialoprotein)	Homo sapiens (Human)	317	IBSP
Q9NQ36	SCUB2_HUMAN	reviewed	Signal peptide, CUB and EGF-like domain-containing protein 2 (Protein CEGP1)	Homo sapiens (Human)	999	SCUBE2
Q8IX30	SCUB3_HUMAN	reviewed	Signal peptide, CUB and EGF-like domain-containing protein 3	Homo sapiens (Human)	993	SCUBE3
P18827	SDC1_HUMAN	reviewed	Syndecan-1 (SYND1) (CD antigen CD138)	Homo sapiens (Human)	310	SDC1
